Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-11 00:00:00-04:00,517.6009623032506,520.3324444976931,513.8066779437078,519.6371459960938,10369500,0.0,0.0
2024-04-12 00:00:00-04:00,514.26364759941,516.6872198942802,505.90033167824595,508.4530334472656,11984500,0.0,0.0
2024-04-15 00:00:00-04:00,513.2405867962719,515.0384571853876,493.93151580388917,496.8616638183594,13512900,0.0,0.0
2024-04-16 00:00:00-04:00,494.7558921640913,501.37104976093684,493.76262580382166,496.3948059082031,9847900,0.0,0.0
2024-04-17 00:00:00-04:00,499.7123609723866,499.77195453488656,483.8598367935751,490.8424987792969,12193700,0.0,0.0
2024-04-18 00:00:00-04:00,496.45443341487936,508.76101901000555,495.67968681337135,498.42108154296875,14808700,0.0,0.0
2024-04-19 00:00:00-04:00,499.41438048421065,499.41438048421065,472.52667955972896,477.8307189941406,25215400,0.0,0.0
2024-04-22 00:00:00-04:00,486.4224254546389,488.69701401127566,470.2123104372898,478.4862365722656,17271100,0.0,0.0
2024-04-23 00:00:00-04:00,487.94214263107534,495.4015833562038,485.67749634188175,492.7594909667969,15079200,0.0,0.0
2024-04-24 00:00:00-04:00,504.63886504823,506.565804061194,481.3169618234163,490.1769104003906,37772700,0.0,0.0
2024-04-25 00:00:00-04:00,418.5624257469969,442.7683213792549,411.70889412672494,438.40789794921875,82890700,0.0,0.0
2024-04-26 00:00:00-04:00,438.48735929530994,443.4338366860677,429.05132886461274,440.3050537109375,32691400,0.0,0.0
2024-04-29 00:00:00-04:00,436.60018048581003,436.7988458925218,425.67424998253733,429.7069091796875,21502600,0.0,0.0
2024-04-30 00:00:00-04:00,428.147455924362,436.65975597546355,426.8264249918601,427.2734069824219,18429500,0.0,0.0
2024-05-01 00:00:00-04:00,425.71397863682915,446.93013406880516,424.23399111108887,436.232666015625,20344900,0.0,0.0
2024-05-02 00:00:00-04:00,435.8850291236209,440.9705483091824,429.3692038781096,438.7059020996094,15221300,0.0,0.0
2024-05-03 00:00:00-04:00,442.92726154360383,451.11179697891964,440.86128084790545,448.9166564941406,16489100,0.0,0.0
2024-05-06 00:00:00-04:00,452.5122844958483,463.02105978106573,450.28737750238747,462.5442810058594,15094600,0.0,0.0
2024-05-07 00:00:00-04:00,463.150215285953,468.3549217147275,458.2037375185185,465.0870666503906,13406800,0.0,0.0
2024-05-08 00:00:00-04:00,460.37896403219986,472.3776084845462,459.8823308455416,469.4176940917969,11683900,0.0,0.0
2024-05-09 00:00:00-04:00,466.8351419832497,472.8741875039303,464.48110579807553,472.2186584472656,9437700,0.0,0.0
2024-05-10 00:00:00-04:00,473.87749114181366,474.2847340273294,466.43793506604857,472.9934997558594,10750000,0.0,0.0
2024-05-13 00:00:00-04:00,469.56671586760143,470.1626818020876,459.7333840408823,464.858642578125,14668800,0.0,0.0
2024-05-14 00:00:00-04:00,460.24979003132785,469.3580551308664,456.9819354918499,468.6726989746094,10478600,0.0,0.0
2024-05-15 00:00:00-04:00,471.78163043660237,479.25098197914036,468.0270850959641,478.2974548339844,13100500,0.0,0.0
